steps_per_cycle,laplace,error,exception
176,5.672737654420698,0.6306636497600228,
1158,5.486167304609081,0.47086618941155656,
6422,19.516432149570655,0.4072375925606265,
113,0.994006564150923,0.6335426818536468,
431,1.007576423914608,0.6093716229736181,
270,26.98463827754214,0.6486937804252028,
9423,29.355763622414255,0.49482726425523244,
2942,0.6651051363515944,0.5201457136173194,
6115,30.109218931157557,0.3932529089816366,
343,14.439334538266113,0.573086716868098,
266,1.265526840526911,0.5860896911462029,
173,8.598865009975238,0.6656803044751769,
113,1.5723673729767338,0.6955445994448392,
9134,6.0245146810645975,0.4056773520862028,
5654,0.7499518860730107,0.48830714261969865,
798,10.757819353204853,0.5422585068804993,
132,0.8660244636453786,0.651789840762083,
200,33.1845892028957,0.6610084778806055,
986,4.590910627893636,0.5018160052315058,
1644,0.5357632537906878,0.5806140191430529,
481,4.737865656048852,0.5118387893215278,
2769,1.2517253435540243,0.4754865249841672,
497,0.9710738498224553,0.5787827917125532,
7139,2.1364048874162505,0.4350078174964412,
7481,2.624818512739827,0.4248006136274294,
184,18.816435770409104,0.6834492835750882,
7789,2.205741230659219,0.42827831108490455,
3341,2.0641193368291635,0.48130791055573335,
143,0.9575395523005238,0.6085403726250141,
417,6.542836795184387,0.5222064502356424,
3201,1.033377396336944,0.4841996936668527,
